0	-0.31881780109957786
1	-0.30018759775787696
2	-0.42452698694233704
3	-0.3001875977578776
4	-0.318817801099576
5	0.31881780109957786
6	0.30018759775787696
7	0.42452698694233704
8	0.3001875977578776
9	0.318817801099576
10	-0.31881780109957786
11	-0.30018759775787696
12	-0.42452698694233704
13	-0.3001875977578776
14	-0.318817801099576
15	0.31881780109957786
16	0.30018759775787696
17	0.42452698694233704
18	0.3001875977578776
19	0.318817801099576
20	-0.31881780109957786
21	-0.30018759775787696
22	-0.42452698694233704
23	-0.3001875977578776
24	-0.318817801099576
25	0.31881780109957786
26	0.30018759775787696
27	0.42452698694233704
28	0.3001875977578776
29	0.318817801099576
30	-0.31881780109957786
31	-0.30018759775787696
32	-0.42452698694233704
33	-0.3001875977578776
34	-0.318817801099576
35	0.31881780109957786
36	0.30018759775787696
37	0.42452698694233704
38	0.3001875977578776
39	0.318817801099576
40	-0.31881780109957786
41	-0.30018759775787696
42	-0.42452698694233704
43	-0.3001875977578776
44	-0.318817801099576
45	0.31881780109957786
46	0.30018759775787696
47	0.42452698694233704
48	0.3001875977578776
49	0.318817801099576
